# IEL
ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID
2508	Armenian_Mod	push	120	həˈɾɛl	həɾɛl	h ə ɾ ɛ l	1319
2509	Catalan	push	120	əm'pɛɲə	əmpɛɲə	ə m p ɛ ɲ ə	1315
2510	German	push	120	'ʃto:sn̩	ʃtoːsn̩	ʃ t oː s n̩	1311
2511	Italian	push	120	'spindʒere	spindʒere	s p i n d ʒ e r e	1314
2512	Swedish	push	120	'ʃʉ:ta	ʃʉːta	ʃ ʉː t a	1311
2513	Greek_Mod	push	120	ˈspro̞xno̞	spro̞xno̞	s p r o̞ x n o̞	1314
2514	Marathi	push	120	dʱəkəl'ɳe	dʱəkəlɳe	dʱ ə k ə l ɳ e	1313
2515	Breton_ST	push	120	'bũntã	bũntã	b ũ n t ã	1321
2516	Polish	push	120	pxaʨ	pxaʨ	p x a ʨ	1318
2517	Portuguese_ST	push	120	ẽpuˈʀaɾ	ẽpuʀaɾ	ẽ p u ʀ a ɾ	1312
2518	Russian	push	120	tol'katʲ	tolkatʲ	t o l k a tʲ	1317
2519	Spanish	push	120	empu'xaɾ	empuxaɾ	e m p u x a ɾ	1315
2520	Danish	push	120	ˈsd̥ø:ðə	sd̥øːðə	s d̥ øː ð ə	1311
2521	Dutch_List	push	120	'sχœyvə(n)	sχœyvən	s χ œy v ə n	1320
2522	English	push	120	pʊʃ	pʊʃ	p ʊ ʃ	1316
2523	French	push	120	puse	puse	p u s e	1316
2524	Urdu	push	120	d̪ʰəkelnə	d̪ʰəkelnə	d̪ʰ ə k e l n ə	1313
2525	Bihari	push	120	dhəkləb	dʱəkləb	dʱ ə k l ə b	1313
2526	Oriya	push	120	dhɔka deba	dʱɔka#deba	dʱ ɔ k a # d e b a	1313
2527	Oriya	push	120	ṭheliba	ʈʰeliba	ʈʰ e l i b a	1317
2528	Dutch_List	push	120	'dywə(n)	dywən	d y w ə n	1322
2529	Swedish	push	120	'stø:ta	støːta	s t øː t a	1311
2530	Czech	push	120	tlatʃɪt	tlaʧɪt	t l a ʧ ɪ t	1317
# 
2531	Armenian_Mod	rain	121	ɑnʣˈɾɛv	ɑnʣɾɛv	ɑ n ʣ ɾ ɛ v	1332
2532	German	rain	121	're:gnən	reːgnən	r eː g n ə n	1328
2533	Italian	rain	121	'pjɔvere	pjɔvere	p j ɔ v e r e	1334
2534	Swedish	rain	121	rɛŋn	rɛŋn	r ɛ ŋ n	1323
2535	Catalan	rain	121	'plɔuwɾə	plɔuwɾə	p l ɔu w ɾ ə	1326
2536	Breton_ST	rain	121	glaw	glaw	g l a w	1333
2537	Danish	rain	121	ʁɑjn	ʁɑjn	ʁ ɑ j n	1324
2538	Dutch_List	rain	121	'reɣənə(n)	reɣənən	r e ɣ ə n ə n	1328
2539	English	rain	121	reɪn	reɪn	r eɪ n	1323
2540	French	rain	121	pløvwaʀ	pløvwaʀ	p l ø v w a ʀ	1326
2541	Greek_Mod	rain	121	vro̞ˈçi	vro̞çi	v r o̞ ç i	1327
2542	Marathi	rain	121	pau:s	pauːs	p auː s	1329
2543	Polish	rain	121	dɛʃʧ	dɛʃʧ	d ɛ ʃ ʧ	1331
2544	Portuguese_ST	rain	121	ˈʃuvɐ	ʃuvɐ	ʃ u v ɐ	1325
2545	Russian	rain	121	doʒdʲ	doʒdʲ	d o ʒ dʲ	1331
2546	Spanish	rain	121	'ʎuβja	ʎuβja	ʎ u β j a	1330
2547	Bihari	rain	121	bərsa	bərsa	b ə r s a	1326
2548	Urdu	rain	121	bəɾsɑt̪, bɑɾɪʃ	bəɾsɑt̪	b ə ɾ s ɑ t̪	1326
2549	Oriya	rain	121	bɔrɔs-	bɔrɔs	b ɔ r ɔ s	1326
2550	Czech	rain	121	dɛːʃtʲ	dɛːʃtʲ	d ɛː ʃ tʲ	1331
# 
2551	Armenian_Mod	red	122	kɑɾˈmiɾ	kɑɾmiɾ	k ɑ ɾ m i ɾ	1342
2552	Czech	red	122	tʃɛrvɛniː	ʧɛrvɛniː	ʧ ɛ r v ɛ n iː	1342
2553	Catalan	red	122	rɔtʃ	rɔʧ	r ɔ ʧ	1340
2554	German	red	122	ro:t	roːt	r oː t	1335
2555	Italian	red	122	'rosso	rosso	r o sː o	1341
2556	Swedish	red	122	røːd	røːd	r øː d	1335
2557	Breton_ST	red	122	ry:s	ryːs	r yː s	1341
2558	Danish	red	122	ʁoð	ʁoð	ʁ o ð	1335
2559	Dutch_List	red	122	rot	rot	r o t	1335
2560	English	red	122	rɛd	rɛd	r ɛ d	1335
2561	French	red	122	ʀuʒ	ʀuʒ	ʀ u ʒ	1341
2562	Greek_Mod	red	122	ˈko̞ciˌno̞s	ko̞cino̞s	k o̞ c i n o̞ s	1338
2563	Marathi	red	122	lal	lal	l a l	1339
2564	Polish	red	122	ʧɛrˈvɔnɨ	ʧɛrvɔnɨ	ʧ ɛ r v ɔ n ɨ	1342
2565	Portuguese_ST	red	122	vɨɾˈmɐjʎu	vɨɾmɐjʎu	v ɨ ɾ m ɐ j ʎ u	1336
2566	Russian	red	122	'krasnɨj	krasnɨj	k r a s n ɨ j	1342
2567	Spanish	red	122	'roxo	roxo	r o x o	1340
2568	Bihari	red	122	lal	lal	l a l	1339
2569	Oriya	red	122	rɔŋɡɔ	rɔŋɡɔ	r ɔ ŋ ɡ ɔ	1337
2570	Oriya	red	122	laḷ(ɔ)	laɭɔ	l a ɭ ɔ	1339
2571	Urdu	red	122	lɑl	lɑl	l ɑ l	1339
2572	Oriya	red	122	nali	nali	n a l i	1346
2573	Marathi	red	122	'tãmbdə	tãmbdə	t ã m b d ə	1343
2574	Urdu	red	122	sʊɾχ	sʊɾχ	s ʊ ɾ χ	1344
2575	Marathi	red	122	'tãmbdə	tãmbdə	t ã m b d ə	1343
2576	Catalan	red	122	bəɾ'mɛʎ, vəɾ'mɛʎ; beɾ'meʎ, veɾ'meʎ	bəɾmɛʎ	b ə ɾ m ɛ ʎ	1345
# 
2577	Czech	right	123	spraːvniː	spraːvniː	s p r aː v n iː	1355
2578	Catalan	right	123	rɛktə	rɛktə	r ɛ k t ə	1356
2579	German	right	123	rɛçt	rɛçt	r ɛ ç t	1352
2580	Italian	right	123	'dʒusto	dʒusto	d ʒ u s t o	1358
2581	Swedish	right	123	rɛt	rɛt	r ɛ t	1347
2582	Breton_ST	right	123	rɛjs	rɛjs	r ɛ j s	1357
2583	Danish	right	123	ʁad̥ʰ	ʁad̥ʰ	ʁ a d̥ʰ	1347
2584	Dutch_List	right	123	rɛχt'matəɣ	rɛχtmatəɣ	r ɛ χ t m a t ə ɣ	1356
2585	English	right	123	raɪt	raɪt	r aɪ t	1347
2586	French	right	123	ʒyst	ʒyst	ʒ y s t	1350
2587	Portuguese_ST	right	123	diˈɾɐjtu	diɾɐjtu	d i ɾ ɐ j t u	1348
2588	Russian	right	123	'pravilʲnɨj	pravilʲnɨj	p r a v i lʲ n ɨ j	1353
2589	Bihari	right	123	ʈhick	ʈʰick	ʈʰ i c k	1351
2590	Oriya	right	123	(sɔ)ṭhik	sɔʈʰik	s ɔ ʈʰ i k	1349
2591	Urdu	right	123	d̪ɾust	d̪ɾust	d̪ ɾ u s t	1348
2592	Marathi	right	123	bə'ɾobəɾ	bəɾobəɾ	b ə ɾ o b ə ɾ	1353
2593	Urdu	right	123	ʈʰik	ʈʰik	ʈʰ i k	1351
2594	Urdu	right	123	səhih	səhih	s ə h i h	1360
2595	Greek_Mod	right	123	so̞ˈsto̞s	so̞sto̞s	s o̞ s t o̞ s	1350
2596	Dutch_List	right	123	rɛχt	rɛχt	r ɛ χ t	1356
2597	Dutch_List	right	123	war	war	w a r	1361
2598	Dutch_List	right	123	ɛχt	ɛχt	ɛ χ t	1362
2599	Catalan	right	123	dɾɛt	dɾɛt	d ɾ ɛ t	1348
2600	Catalan	right	123	ʒus	ʒus	ʒ u s	1350
2601	Marathi	right	123	'kʰəɾə	kʰəɾə	kʰ ə ɾ ə	1354
2602	Marathi	right	123	'jogjə	jogjə	j o g j ə	1359
2603	Swedish	right	123	rɪktɪɡ	rɪktɪɡ	r ɪ k t ɪ ɡ	1356
2604	Spanish	right	123	ko'rekto	korekto	k o r e k t o	1354
2605	Portuguese_ST	right	123	kuˈʀɛtu	kuʀɛtu	k u ʀ ɛ t u	1354
2606	Catalan	right	123	ku'rektə, ko'rɛkte	kurektə	k u r e k t ə	1354
# 
2607	Armenian_Mod	rightside	124	ɑʧʰ	ɑʧʰ	ɑ ʧʰ	1372
2608	Czech	rightside	124	praviː	praviː	p r a v iː	1370
2609	Catalan	rightside	124	dɾɛt	dɾɛt	d ɾ ɛ t	1365
2610	German	rightside	124	rɛçt	rɛçt	r ɛ ç t	1368
2611	Italian	rightside	124	'dɛstro	dɛstro	d ɛ s t r o	1369
2612	Swedish	rightside	124	'hø:gər	høːgər	h øː g ə r	1363
2613	French	rightside	124	dʀwɑ	dʀwɑ	d ʀ w ɑ	1365
2614	Marathi	rightside	124	udz'wi: ba'dzu:	udzwiː#badzuː	u d z w iː # b a d z uː	1369
2615	Polish	rightside	124	ˈpravɨ	pravɨ	p r a v ɨ	1370
2616	Portuguese_ST	rightside	124	diˈɾejtɐ	diɾejtɐ	d i ɾ e j t ɐ	1365
2617	Russian	rightside	124	'pravɨj	pravɨj	p r a v ɨ j	1370
2618	Spanish	rightside	124	de'ɾeʧa	deɾeʧa	d e ɾ e ʧ a	1365
2619	Danish	rightside	124	ˈhʌjʁʌ	hʌjʁʌ	h ʌ j ʁ ʌ	1364
2620	Dutch_List	rightside	124	rɛχts, 'rɛχtər	rɛχts	r ɛ χ t s	1374
2621	English	rightside	124	raɪt	raɪt	r aɪ t	1371
2622	Breton_ST	rightside	124	'deu	deu	d eu	1375
2623	Bihari	rightside	124	dəhina	dəhina	d ə h i n a	1366
2624	Oriya	rightside	124	ḍahanɔ	ɖahanɔ	ɖ a h a n ɔ	1366
2625	Urdu	rightside	124	d̪ɑjɑ̃, hɑt̪ʰ	d̪ɑjɑ̃	d̪ ɑ j ɑ̃	1373
2626	Urdu	rightside	124	sid̪ʰe	sid̪ʰe	s i d̪ʰ e	1376
2627	Greek_Mod	rightside	124	ðe̞ˌk͡siˈa	ðe̞k͡sia	ð e̞ k͡s ia	1367
# 
2628	Armenian_Mod	river	125	gɛt	gɛt	g ɛ t	1385
2629	Czech	river	125	r̝ɛka	r̝ɛka	r̝ ɛ k a	1383
2630	German	river	125	flʊs	flʊs	f l ʊ s	1377
2631	Italian	river	125	'fjume	fjume	f j u m e	1387
2632	Swedish	river	125	flu:d	fluːd	f l uː d	1377
2633	Catalan	river	125	ˈriw	riw	r i w	1382
2634	Breton_ST	river	125	stɛ:r	stɛːr	s t ɛː r	1386
2635	Danish	river	125	floð	floð	f l o ð	1377
2636	Dutch_List	river	125	ri'vir	rivir	r i v i r	1382
2637	English	river	125	'rɪvə	rɪvə	r ɪ v ə	1382
2638	French	river	125	ʀivjɛʀ	ʀivjɛʀ	ʀ i v j ɛ ʀ	1382
2639	Greek_Mod	river	125	po̞ˈtami	po̞tami	p o̞ t a m i	1380
2640	Marathi	river	125	nə'di:	nədiː	n ə d iː	1379
2641	Polish	river	125	ˈʒɛka	ʒɛka	ʒ ɛ k a	1384
2642	Portuguese_ST	river	125	ˈʀiu	ʀiu	ʀ iu	1378
2643	Russian	river	125	rʲe'ka	rʲeka	rʲ e k a	1383
2644	Spanish	river	125	'rio	rio	r io	1378
2645	Bihari	river	125	dhar	dʱar	dʱ a r	1381
2646	Urdu	river	125	d̪əɾjɑ	d̪əɾjɑ	d̪ ə ɾ j ɑ	1381
2647	Oriya	river	125	nɔ(d)i	nɔdi	n ɔ d i	1379
2648	Swedish	river	125	ælv	ælv	æ l v	1382
# 
2649	Armenian_Mod	road	126	ʧɑmˈpʰɑ	ʧɑmpʰɑ	ʧ ɑ m pʰ ɑ	1394
2650	Czech	road	126	tsɛsta	tsɛsta	t s ɛ s t a	1396
2651	Catalan	road	126	kə'mi	kəmi	k ə m i	1394
2652	German	road	126	vɛk	vɛk	v ɛ k	1388
2653	Italian	road	126	'strada	strada	s t r a d a	1390
2654	Swedish	road	126	vɛ:g	vɛːg	v ɛː g	1388
2655	Danish	road	126	vɑj	vɑj	v ɑ j	1389
2656	Dutch_List	road	126	wɛχ	wɛχ	w ɛ χ	1388
2657	English	road	126	rəʊd	rəʊd	r əʊ d	1397
2658	French	road	126	ʃ(ə)mɛ̃	ʃəmɛ̃	ʃ ə m ɛ̃	1395
2659	Greek_Mod	road	126	ˈðro̞mo̞s	ðro̞mo̞s	ð r o̞ m o̞ s	1392
2660	Marathi	road	126	ɾəs'ta	ɾəsta	ɾ ə s t a	1393
2661	Polish	road	126	ˈdrɔɡa	drɔɡa	d r ɔ ɡ a	1392
2662	Portuguese_ST	road	126	ɨʃˈtɾadɐ	ɨʃtɾadɐ	ɨ ʃ t ɾ a d ɐ	1390
2663	Russian	road	126	'doraga	doraga	d o r a g a	1392
2664	Spanish	road	126	ka'mino	kamino	k a m i n o	1394
2665	Breton_ST	road	126	hɛ̃nd	hɛ̃nd	h ɛ̃ n d	1398
2666	Bihari	road	126	rasta	rasta	r a s t a	1393
2667	Bihari	road	126	sərək	sərək	s ə r ə k	1391
2668	Urdu	road	126	səɽək	səɽək	s ə ɽ ə k	1391
2669	Oriya	road	126	sɔṛɔkɔ	sɔɽɔkɔ	s ɔ ɽ ɔ k ɔ	1391
2670	Oriya	road	126	rasta	rasta	r a s t a	1393
2671	Oriya	road	126	baṭɔ	baʈɔ	b a ʈ ɔ	1401
2672	German	road	126	'lantʃtra:sə	lanʧtraːsə	l a n ʧ t r aː s ə	1399
2673	Urdu	road	126	ɾɑst̪ə	ɾɑst̪ə	ɾ ɑ s t̪ ə	1393
2674	Marathi	road	126	sə'ɖək	səɖək	s ə ɖ ə k	1390
2675	Armenian_Mod	road	126	ʧɑnɑˈpɑɾ	ʧɑnɑpɑɾ	ʧ ɑ n ɑ p ɑ ɾ	1400
# 
2676	Urdu	root	127	ʤəɽ	ʤəɽ	ʤ ə ɽ	1407
2677	Czech	root	127	kor̝ɛn	kor̝ɛn	k o r̝ ɛ n	1407
2678	Catalan	root	127	ə'rɛl	ərɛl	ə r ɛ l	1411
2679	German	root	127	'vʊt͜sl̩	vʊt͜sl̩	v ʊ t͜s l̩	1406
2680	Italian	root	127	ra'ditʃe	radiʧe	r a d i ʧ e	1402
2681	Swedish	root	127	ru:t	ruːt	r uː t	1402
2682	Breton_ST	root	127	'gwrizjɛn	gwrizjɛn	g w r i z j ɛ n	1410
2683	Danish	root	127	ʁoð	ʁoð	ʁ o ð	1402
2684	Dutch_List	root	127	'wɔrtəl	wɔrtəl	w ɔ r t ə l	1409
2685	English	root	127	ru:t	ruːt	r uː t	1402
2686	French	root	127	ʀasin	ʀasin	ʀ a s i n	1403
2687	Greek_Mod	root	127	'riza	riza	r i z a	1403
2688	Marathi	root	127	mu:ɭ	muːɭ	m uː ɭ	1404
2689	Polish	root	127	ˈkɔʒɛɲ	kɔʒɛɲ	k ɔ ʒ ɛ ɲ	1408
2690	Portuguese_ST	root	127	ɾɐˈiʃ	ɾɐiʃ	ɾ ɐi ʃ	1403
2691	Russian	root	127	'korʲenʲ	korʲenʲ	k o rʲ e nʲ	1407
2692	Spanish	root	127	ra'iθ	raiθ	r ai θ	1402
2693	Bihari	root	127	jəir	jəir	j əi r	1405
2694	Oriya	root	127	muḷ-	muɭ	m u ɭ	1404
2695	Oriya	root	127	siɔ	siɔ	s iɔ	1412
# 
2696	Urdu	rope	128	ɾəsːə, ɾəsːi	ɾəsːə	ɾ ə sː ə	1417
2697	Armenian_Mod	rope	128	pɑˈɾɑn	pɑɾɑn	p ɑ ɾ ɑ n	1421
2698	Czech	rope	128	provas	provas	p r o v a s	1421
2699	German	rope	128	za‿il	zail	z ai l	1418
2700	Catalan	rope	128	'kɔɾðə	kɔɾðə	k ɔ ɾ ð ə	1414
2701	Italian	rope	128	'kɔrda	kɔrda	k ɔ r d a	1414
2702	Swedish	rope	128	re:p	reːp	r eː p	1413
2703	English	rope	128	rəʊp	rəʊp	r əʊ p	1413
2704	Russian	rope	128	vʲe'rʲovka	vʲerʲovka	vʲ e rʲ o v k a	1420
2705	Spanish	rope	128	'kweɾða	kweɾða	k w e ɾ ð a	1419
2706	Greek_Mod	rope	128	sçiˈni	sçini	s ç i n i	1416
2707	Breton_ST	rope	128	'kɔrdɛn	kɔrdɛn	k ɔ r d ɛ n	1414
2708	French	rope	128	kɔʀd	kɔʀd	k ɔ ʀ d	1414
2709	Marathi	rope	128	doɾ	doɾ	d o ɾ	1415
2710	Polish	rope	128	ʃnur	ʃnur	ʃ n u r	1422
2711	Dutch_List	rope	128	tɑu	tɑu	t ɑu	1423
2712	Danish	rope	128	ʁεb̥	ʁɛb̥	ʁ ɛ b̥	1413
2713	Portuguese_ST	rope	128	ˈkɔɾðɐ	kɔɾðɐ	k ɔ ɾ ð ɐ	1414
2714	Bihari	rope	128	rəssa	rəssa	r ə sː a	1417
2715	Oriya	rope	128	ḍorɔ	ɖorɔ	ɖ o r ɔ	1415
2716	Dutch_List	rope	128	kort	kort	k o r t	1414
2717	Swedish	rope	128	'li:na	liːna	l iː n a	1424
2718	Catalan	rope	128	'kuɾðiʎ	kuɾðiʎ	k u ɾ ð i ʎ	1414
# 
2719	Czech	rotten	129	sxɲɪliː	sxɲɪliː	s x ɲ ɪ l iː	1432
2720	German	rotten	129	fa‿ul	faul	f au l	1429
2721	Swedish	rotten	129	'rɵtən	rɵtən	r ɵ t ə n	1425
2722	Catalan	rotten	129	puðɾit	puðɾit	p u ð ɾ i t	1426
2723	Italian	rotten	129	'martʃo	marʧo	m a r ʧ o	1435
2724	Breton_ST	rotten	129	brɛjn	brɛjn	b r ɛ j n	1429
2725	Danish	rotten	129	ˈʁʌðən	ʁʌðən	ʁ ʌ ð ə n	1425
2726	Dutch_List	rotten	129	və'rɔt	vərɔt	v ə r ɔ t	1434
2727	English	rotten	129	'rɒtən	rɒtən	r ɒ t ə n	1425
2728	French	rotten	129	puʀi	puʀi	p u ʀ i	1429
2729	Greek_Mod	rotten	129	ˈsapço̞s	sapço̞s	s a p ç o̞ s	1428
2730	Polish	rotten	129	ˈzɡɲiwɨ	zɡɲiwɨ	z ɡ ɲ i w ɨ	1432
2731	Portuguese_ST	rotten	129	ˈpodɾɨ	podɾɨ	p o d ɾ ɨ	1426
2732	Russian	rotten	129	gni'loj	gniloj	g n i l o j	1431
2733	Spanish	rotten	129	poð'ɾiðo	poðɾiðo	p o ð ɾ i ð o	1426
2734	Oriya	rotten	129	pɔča	pɔča	p ɔ č a	1427
2735	Oriya	rotten	129	sɔḍha	sɔɖʱa	s ɔ ɖʱ a	1430
2736	Urdu	rotten	129	ɡəlɑ hʊwɑ	ɡəlɑ#hʊwɑ	ɡ ə l ɑ # h ʊ w ɑ	1433
2737	Dutch_List	rotten	129	vər'sletə(n)	vərsletən	v ə r s l e t ə n	1434
2738	Marathi	rotten	129	səɖ'lelə	səɖlelə	s ə ɖ l e l ə	1430
2739	Marathi	rotten	129	səɖ'ka	səɖka	s ə ɖ k a	1430
2740	Armenian_Mod	rotten	129	pʰəˈtɑʦ	pʰətɑʦ	pʰ ə t ɑ ʦ	1426
# 
2741	Bihari	round	130	gol	gol	g o l	1438
2742	Oriya	round	130	monḍla	monɖla	m o n ɖ l a	1437
2743	Urdu	round	130	ɡol	ɡol	ɡ o l	1438
2744	Danish	round	130	ʁɔn	ʁɔn	ʁ ɔ n	1436
2745	English	round	130	raʊnd	raʊnd	r aʊ n d	1436
2746	Polish	round	130	ɔˈkrɔ̃ɡwɨ	ɔkrɔ̃ɡwɨ	ɔ k r ɔ̃ ɡ w ɨ	1438
2747	Spanish	round	130	re'ðondo	reðondo	r e ð o n d o	1439
2748	Breton_ST	round	130	krɛn	krɛn	k r ɛ n	1438
2749	Russian	round	130	'kruglij	kruglij	k r u g l i j	1438
2750	Dutch_List	round	130	rɔnt	rɔnt	r ɔ n t	1436
2751	German	round	130	rʊnt	rʊnt	r ʊ n t	1436
2752	Italian	round	130	'tondo	tondo	t o n d o	1441
2753	French	round	130	ʀɔ̃	ʀɔ̃	ʀ ɔ̃	1440
2754	Swedish	round	130	rɵnd	rɵnd	r ɵ n d	1436
2755	Czech	round	130	okroʊ̯ɦliː	okroʊ̯ɦliː	o k r oʊ̯ ɦ l iː	1438
# 
2756	Armenian_Mod	rub	131	ʃəˈpʰɛl	ʃəpʰɛl	ʃ ə pʰ ɛ l	1443
2757	Czech	rub	131	tr̝̊iːt	tr̝iːt	t r̝ iː t	1445
2758	German	rub	131	'ra‿ibn̩	raibn̩	r ai b n̩	1446
2759	Italian	rub	131	fre'gare	fregare	f r e g a r e	1447
2760	Swedish	rub	131	'gnɵga	gnɵga	g n ɵ g a	1442
2761	Breton_ST	rub	131	'rĩmjã	rĩmjã	r ĩ m j ã	1451
2762	Danish	rub	131	ˈg̥ni:ðə	g̥niːðə	g̥ n iː ð ə	1442
2763	Dutch_List	rub	131	'vrɛivə(n)	vrɛivən	v r ɛi v ə n	1450
2764	English	rub	131	rʌb	rʌb	r ʌ b	1446
2765	French	rub	131	fʀɔte	fʀɔte	f ʀ ɔ t e	1447
2766	Greek_Mod	rub	131	ˈtrivo̞	trivo̞	t r i v o̞	1445
2767	Marathi	rub	131	'gʰasɳe	gʰasɳe	gʰ a s ɳ e	1444
2768	Polish	rub	131	ˈtʃɛʨ	ʧɛʨ	ʧ ɛ ʨ	1448
2769	Portuguese_ST	rub	131	ɨʃfɾɨˈɡaɾ	ɨʃfɾɨɡaɾ	ɨ ʃ f ɾ ɨ ɡ a ɾ	1443
2770	Russian	rub	131	'tʲerʲetʲ	tʲerʲetʲ	tʲ e rʲ e tʲ	1445
2771	Spanish	rub	131	fɾo'taɾ	fɾotaɾ	f ɾ o t a ɾ	1447
2772	Urdu	rub	131	ɾəɡəɽnə	ɾəɡəɽnə	ɾ ə ɡ ə ɽ n ə	1449
2773	Bihari	rub	131	tel ləgaeəb	tel#ləgaeəb	t e l # l ə g aeə b	1445
2774	Bihari	rub	131	mələb	mələb	m ə l ə b	1452
2775	Oriya	rub	131	ghɔsiba	gʱɔsiba	gʱ ɔ s i b a	1444
2776	Breton_ST	rub	131	'frɔtã	frɔtã	f r ɔ t ã	1447
2777	Catalan	rub	131	frə'ɣa	frəɣa	f r ə ɣ a	1447
2778	Marathi	rub	131	'tsoɭne	tsoɭne	t s o ɭ n e	1453
2779	Swedish	rub	131	'gni:da	gniːda	g n iː d a	1442
# 
2780	Armenian_Mod	salt	132	ɑʁ	ɑʁ	ɑ ʁ	1459
2781	Czech	salt	132	suːl	suːl	s uː l	1454
2782	Catalan	salt	132	sal	sal	s a l	1454
2783	German	salt	132	zalt͜s	zalt͜s	z a l t͜s	1454
2784	Italian	salt	132	'sale	sale	s a l e	1454
2785	Swedish	salt	132	salt	salt	s a l t	1454
2786	Portuguese_ST	salt	132	sal	sal	s a l	1454
2787	Breton_ST	salt	132	'o:lɛn	oːlɛn	oː l ɛ n	1455
2788	Danish	salt	132	sald̥ʰ	sald̥ʰ	s a l d̥ʰ	1454
2789	Dutch_List	salt	132	zɑut	zɑut	z ɑu t	1461
2790	English	salt	132	sɔ:lt	sɔːlt	s ɔː l t	1454
2791	French	salt	132	sɛl	sɛl	s ɛ l	1454
2792	Greek_Mod	salt	132	a'lati	alati	a l a t i	1456
2793	Marathi	salt	132	mi:ʈʰ	miːʈʰ	m iː ʈʰ	1458
2794	Polish	salt	132	sul	sul	s u l	1454
2795	Russian	salt	132	solʲ	solʲ	s o lʲ	1454
2796	Spanish	salt	132	sal	sal	s a l	1454
2797	Urdu	salt	132	nəmək	nəmək	n ə m ə k	1460
2798	Bihari	salt	132	nun	nun	n u n	1457
2799	Oriya	salt	132	luṇɔ	luɳɔ	l u ɳ ɔ	1455
# 
2800	Armenian_Mod	sand	133	ɑˈvɑz	ɑvɑz	ɑ v ɑ z	1470
2801	Czech	sand	133	piːsɛk	piːsɛk	p iː s ɛ k	1469
2802	Catalan	sand	133	'sɔrə	sɔrə	s ɔ r ə	1472
2803	German	sand	133	sant	sant	s a n t	1462
2804	Italian	sand	133	'sabbja	sabbja	s a bː j a	1468
2805	Swedish	sand	133	sand	sand	s a n d	1462
2806	Danish	sand	133	san	san	s a n	1462
2807	Dutch_List	sand	133	zɑnt	zɑnt	z ɑ n t	1462
2808	English	sand	133	sænd	sænd	s æ n d	1462
2809	French	sand	133	sɑbl	sɑbl	s ɑ b l	1468
2810	Greek_Mod	sand	133	ˈamo̞s	amo̞s	a m o̞ s	1465
2811	Polish	sand	133	ˈpʲasɛk	pʲasɛk	pʲ a s ɛ k	1469
2812	Portuguese_ST	sand	133	ɐˈɾejɐ	ɐɾejɐ	ɐ ɾ e j ɐ	1463
2813	Russian	sand	133	pʲe'sok	pʲesok	pʲ e s o k	1469
2814	Spanish	sand	133	a'ɾena	aɾena	a ɾ e n a	1467
2815	Breton_ST	sand	133	trɛ:s	trɛːs	t r ɛː s	1471
2816	Urdu	sand	133	ɾet̪	ɾet̪	ɾ e t̪	1466
2817	Bihari	sand	133	baul	baul	b au l	1464
2818	Oriya	sand	133	bali	bali	b a l i	1464
2819	Italian	sand	133	'rena	rena	r e n a	1467
2820	Marathi	sand	133	'reti:	retiː	r e t iː	1466
# 
2821	Armenian_Mod	say	134	ɑˈsɛl	ɑsɛl	ɑ s ɛ l	1484
2822	Czech	say	134	r̝iːkat	r̝iːkat	r̝ iː k a t	1477
2823	German	say	134	'za:gn̩	zaːgn̩	z aː g n̩	1478
2824	Italian	say	134	'dire	dire	d i r e	1481
2825	Swedish	say	134	'sɛja	sɛja	s ɛ j a	1473
2826	Catalan	say	134	di	di	d i	1486
2827	Breton_ST	say	134	la'va:rut	lavaːrut	l a v aː r u t	1485
2828	Danish	say	134	si:	siː	s iː	1474
2829	Dutch_List	say	134	'zɛɣə(n)	zɛɣən	z ɛ ɣ ə n	1478
2830	English	say	134	seɪ	seɪ	s eɪ	1474
2831	French	say	134	diʀ	diʀ	d i ʀ	1481
2832	Greek_Mod	say	134	ˈle̞(ɣ)o̞	le̞ɣo̞	l e̞ ɣ o̞	1477
2833	Marathi	say	134	mʰəɳ'ɳe	mʰəɳɳe	mʰ ə ɳː e	1479
2834	Polish	say	134	ˈmuviʨ	muviʨ	m u v i ʨ	1483
2835	Portuguese_ST	say	134	diˈzeɾ	dizeɾ	d i z e ɾ	1475
2836	Russian	say	134	govo'ritʲ	govoritʲ	g o v o r i tʲ	1482
2837	Spanish	say	134	de'θiɾ	deθiɾ	d e θ i ɾ	1480
2838	Urdu	say	134	kɛhnə	kɛhnə	k ɛ h n ə	1476
2839	Bihari	say	134	kəhəb	kəhəb	k ə h ə b	1476
2840	Oriya	say	134	kɔhiba	kɔhiba	k ɔ h i b a	1476
2841	Russian	say	134	ska'zatʲ	skazatʲ	s k a z a tʲ	1478
2842	Marathi	say	134	'bolɳe	bolɳe	b o l ɳ e	1487
# 
2843	Urdu	scratch	135	kʊɾəʧnə	kʊɾəʧnə	k ʊ ɾ ə ʧ n ə	1488
2844	Czech	scratch	135	ʃkraːbat	ʃkraːbat	ʃ k r aː b a t	1494
2845	Catalan	scratch	135	gɾə'ta	gɾəta	g ɾ ə t a	1488
2846	German	scratch	135	'krat͜sn̩	krat͜sn̩	k r a t͜s n̩	1488
2847	Italian	scratch	135	grat'tare	grattare	g r a tː a r e	1488
2848	Swedish	scratch	135	'klø:sa	kløːsa	k l øː s a	1488
2849	Danish	scratch	135	ˈg̥ʰʁɑsə	g̥ʰʁɑsə	g̥ʰ ʁ ɑ s ə	1488
